name,method,config,weights,fps,resolution,hardware,dataset,mIoU
DANet_R-50-D8,danet,configs/danet/danet_r50-d8_4xb4-20k_voc12aug-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/danet/danet_r50-d8_512x512_20k_voc12aug/danet_r50-d8_512x512_20k_voc12aug_20200618_070026-9e9e3ab3.pth,20.938023450586265,"(512,512)",V100,Pascal VOC 2012 + Aug,74.45
ANN_R-50-D8,ann,configs/ann/ann_r50-d8_4xb4-20k_voc12aug-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/ann/ann_r50-d8_512x512_20k_voc12aug/ann_r50-d8_512x512_20k_voc12aug_20200617_222246-dfcb1c62.pth,20.92050209205021,"(512,512)",V100,Pascal VOC 2012 + Aug,74.86
CCNet_R-50-D8,ccnet,configs/ccnet/ccnet_r50-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/ccnet/ccnet_r50-d8_512x512_80k_ade20k/ccnet_r50-d8_512x512_80k_ade20k_20200615_014848-aa37f61e.pth,20.889910173386255,"(512,512)",V100,ADE20K,41.78
DNLNet_R-50-D8,dnlnet,configs/dnlnet/dnl_r50-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/dnlnet/dnl_r50-d8_512x512_80k_ade20k/dnl_r50-d8_512x512_80k_ade20k_20200826_183354-1cf6e0c1.pth,20.66115702479339,"(512,512)",V100,ADE20K,41.76
PSPNet_R-50-D8,pspnet,configs/pspnet/pspnet_r50-d8_4xb4-20k_coco-stuff10k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r50-d8_512x512_4x4_20k_coco-stuff10k/pspnet_r50-d8_512x512_4x4_20k_coco-stuff10k_20210820_203258-b88df27f.pth,20.50020500205002,"(512,512)",V100,COCO-Stuff 10k,35.69
PSPNet_R-50-D8,pspnet,configs/pspnet/pspnet_r50-d8_4xb4-80k_coco-stuff164k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r50-d8_512x512_4x4_80k_coco-stuff164k/pspnet_r50-d8_512x512_4x4_80k_coco-stuff164k_20210707_152034-0e41b2db.pth,20.50020500205002,"(512,512)",V100,COCO-Stuff 164k,38.8
CCNet_R-50-D8,ccnet,configs/ccnet/ccnet_r50-d8_4xb4-20k_voc12aug-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/ccnet/ccnet_r50-d8_512x512_20k_voc12aug/ccnet_r50-d8_512x512_20k_voc12aug_20200617_193212-fad81784.pth,20.449897750511248,"(512,512)",V100,Pascal VOC 2012 + Aug,76.17
UPerNet_R-101,upernet,configs/upernet/upernet_r101_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/upernet/upernet_r101_512x512_80k_ade20k/upernet_r101_512x512_80k_ade20k_20200614_185117-32e4db94.pth,20.341741253051264,"(512,512)",V100,ADE20K,42.91
ICNet_R-50-D8,icnet,configs/icnet/icnet_r50-d8_4xb2-80k_cityscapes-832x832.py,https://download.openmmlab.com/mmsegmentation/v0.5/icnet/icnet_r50-d8_832x832_80k_cityscapes/icnet_r50-d8_832x832_80k_cityscapes_20210926_044625-c6407341.pth,20.080321285140563,"(832,832)",V100,Cityscapes,68.91
KNet_R-50-D8,knet,configs/knet/knet-s3_r50-d8_pspnet_8xb2-adamw-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/knet/knet_s3_pspnet_r50-d8_8x2_512x512_adamw_80k_ade20k/knet_s3_pspnet_r50-d8_8x2_512x512_adamw_80k_ade20k_20220228_054634-d2c72240.pth,20.04008016032064,"(512,512)",V100,ADE20K,44.18
UPerNet_R-101,upernet,configs/upernet/upernet_r101_4xb4-20k_voc12aug-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/upernet/upernet_r101_512x512_20k_voc12aug/upernet_r101_512x512_20k_voc12aug_20200617_165629-f14e7f27.pth,19.980019980019982,"(512,512)",V100,Pascal VOC 2012 + Aug,77.1
PSPNet_R-101-D8,pspnet,configs/pspnet/pspnet_r101-d8_4xb4-80k_vaihingen-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r101-d8_4x4_512x512_80k_vaihingen/pspnet_r101-d8_4x4_512x512_80k_vaihingen_20211231_230806-8eba0a09.pth,19.968051118210862,"(512,512)",V100,Vaihingen,72.61
OCRNet_HRNetV2p-W18,ocrnet,configs/ocrnet/ocrnet_hr18_4xb4-20k_voc12aug-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/ocrnet/ocrnet_hr18_512x512_20k_voc12aug/ocrnet_hr18_512x512_20k_voc12aug_20200617_233932-8954cbb7.pth,19.908421262193908,"(512,512)",V100,Pascal VOC 2012 + Aug,74.75
UPerNet_ConvNeXt-T,convnext,configs/convnext/convnext-tiny_upernet_8xb2-amp-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/convnext/upernet_convnext_tiny_fp16_512x512_160k_ade20k/upernet_convnext_tiny_fp16_512x512_160k_ade20k_20220227_124553-cad485de.pth,19.90049751243781,"(512,512)",V100,ADE20K,46.11
Mask2Former_Swin-S,mask2former,configs/mask2former/mask2former_swin-s_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/mask2former/mask2former_swin-s_8xb2-160k_ade20k-512x512/mask2former_swin-s_8xb2-160k_ade20k-512x512_20221204_143905-ab263c11.pth,19.688915140775745,"(512,512)",V100,ADE20K,51.24
FPN_PCPVT-B,twins,configs/twins/twins_pcpvt-b_fpn_fpnhead_8xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/twins/twins_pcpvt-b_fpn_fpnhead_8x4_512x512_80k_ade20k/twins_pcpvt-b_fpn_fpnhead_8x4_512x512_80k_ade20k_20211130_141019-d396db72.pth,19.66955153422502,"(512,512)",V100,ADE20K,45.66
APCNet_R-50-D8,apcnet,configs/apcnet/apcnet_r50-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/apcnet/apcnet_r50-d8_512x512_80k_ade20k/apcnet_r50-d8_512x512_80k_ade20k_20201214_115705-a8626293.pth,19.611688566385563,"(512,512)",V100,ADE20K,42.2
FCN_HRNetV2p-W18,hrnet,configs/hrnet/fcn_hr18_4xb4-80k_vaihingen-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/hrnet/fcn_hr18_4x4_512x512_80k_vaihingen/fcn_hr18_4x4_512x512_80k_vaihingen_20211231_231216-2ec3ae8a.pth,19.550342130987293,"(512,512)",V100,Vaihingen,72.57
PSPNet_R-101-D8,pspnet,configs/pspnet/pspnet_r101-d8_4xb4-80k_potsdam-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r101-d8_4x4_512x512_80k_potsdam/pspnet_r101-d8_4x4_512x512_80k_potsdam_20211220_125612-aed036c4.pth,19.398642095053347,"(512,512)",V100,Potsdam,78.62
FCN_HRNetV2p-W18,hrnet,configs/hrnet/fcn_hr18_4xb4-80k_potsdam-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/hrnet/fcn_hr18_512x512_80k_potsdam/fcn_hr18_512x512_80k_potsdam_20211218_205517-5d0387ad.pth,19.249278152069298,"(512,512)",V100,Potsdam,78.26
KNet_R-50-D8,knet,configs/knet/knet-s3_r50-d8_fcn_8xb2-adamw-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/knet/knet_s3_fcn_r50-d8_8x2_512x512_adamw_80k_ade20k/knet_s3_fcn_r50-d8_8x2_512x512_adamw_80k_ade20k_20220228_043751-abcab920.pth,19.238168526356294,"(512,512)",V100,ADE20K,43.6
FastFCN_R-50-D32,fastfcn,configs/fastfcn/fastfcn_r50-d32_jpu_psp_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/fastfcn/fastfcn_r50-d32_jpu_psp_512x512_80k_ade20k/fastfcn_r50-d32_jpu_psp_512x512_80k_ade20k_20210930_225137-993d07c8.pth,19.208605455243948,"(512,1024)",V100,ADE20K,41.4
OCRNet_HRNetV2p-W18,ocrnet,configs/ocrnet/ocrnet_hr18_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/ocrnet/ocrnet_hr18_512x512_80k_ade20k/ocrnet_hr18_512x512_80k_ade20k_20200615_053157-d173d83b.pth,18.92863903085368,"(512,512)",V100,ADE20K,37.79
PSANet_R-50-D8,psanet,configs/psanet/psanet_r50-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/psanet/psanet_r50-d8_512x512_80k_ade20k/psanet_r50-d8_512x512_80k_ade20k_20200614_144141-835e4b97.pth,18.910741301059,"(512,512)",V100,ADE20K,41.14
DeepLabV3+_R-101-D8,deeplabv3plus,configs/deeplabv3plus/deeplabv3plus_r101-d8_4xb4-80k_vaihingen-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3plus/deeplabv3plus_r101-d8_4x4_512x512_80k_vaihingen/deeplabv3plus_r101-d8_4x4_512x512_80k_vaihingen_20211231_230816-8a095afa.pth,18.59081613682841,"(512,512)",V100,Vaihingen,73.06
PSANet_R-50-D8,psanet,configs/psanet/psanet_r50-d8_4xb4-20k_voc12aug-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/psanet/psanet_r50-d8_512x512_20k_voc12aug/psanet_r50-d8_512x512_20k_voc12aug_20200617_102413-2f1bbaa1.pth,18.241517694272165,"(512,512)",V100,Pascal VOC 2012 + Aug,76.39
OCRNet_HRNetV2p-W48,ocrnet,configs/ocrnet/ocrnet_hr48_4xb4-20k_voc12aug-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/ocrnet/ocrnet_hr48_512x512_20k_voc12aug/ocrnet_hr48_512x512_20k_voc12aug_20200617_233932-9e82080a.pth,17.828489926903192,"(512,512)",V100,Pascal VOC 2012 + Aug,77.72
FPN_SVT-L,twins,configs/twins/twins_svt-l_fpn_fpnhead_8xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/twins/twins_svt-l_fpn_fpnhead_8x4_512x512_80k_ade20k/twins_svt-l_fpn_fpnhead_8x4_512x512_80k_ade20k_20211130_141005-1d59bee2.pth,17.7999288002848,"(512,512)",V100,ADE20K,46.55
DeepLabV3+_R-101-D8,deeplabv3plus,configs/deeplabv3plus/deeplabv3plus_r101-d8_4xb4-80k_potsdam-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3plus/deeplabv3plus_r101-d8_512x512_80k_potsdam/deeplabv3plus_r101-d8_512x512_80k_potsdam_20211219_031508-8b112708.pth,17.559262510974538,"(512,512)",V100,Potsdam,78.7
PointRend_R-50,point_rend,configs/point_rend/pointrend_r50_4xb4-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/point_rend/pointrend_r50_512x512_160k_ade20k/pointrend_r50_512x512_160k_ade20k_20200807_232644-ac3febf2.pth,17.310022503029252,"(512,512)",V100,ADE20K,37.64
FCN_HRNetV2p-W48,hrnet,configs/hrnet/fcn_hr48_4xb4-80k_vaihingen-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/hrnet/fcn_hr48_4x4_512x512_80k_vaihingen/fcn_hr48_4x4_512x512_80k_vaihingen_20211231_231244-7133cb22.pth,17.250301880282905,"(512,512)",V100,Vaihingen,72.5
FastFCN_R-50-D32,fastfcn,configs/fastfcn/fastfcn_r50-d32_jpu_enc_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/fastfcn/fastfcn_r50-d32_jpu_enc_512x512_80k_ade20k/fastfcn_r50-d32_jpu_enc_512x512_80k_ade20k_20210930_225214-65aef6dd.pth,17.22949689869056,"(512,1024)",V100,ADE20K,40.88
KNet_R-50-D8,knet,configs/knet/knet-s3_r50-d8_upernet_8xb2-adamw-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/knet/knet_s3_upernet_r50-d8_8x2_512x512_adamw_80k_ade20k/knet_s3_upernet_r50-d8_8x2_512x512_adamw_80k_ade20k_20220304_125657-215753b0.pth,17.10863986313088,"(512,512)",V100,ADE20K,43.45
OCRNet_HRNetV2p-W48,ocrnet,configs/ocrnet/ocrnet_hr48_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/ocrnet/ocrnet_hr48_512x512_80k_ade20k/ocrnet_hr48_512x512_80k_ade20k_20200615_021518-d168c2d1.pth,16.989466530750935,"(512,512)",V100,ADE20K,43.0
ICNet_R-101-D8,icnet,configs/icnet/icnet_r101-d8_4xb2-80k_cityscapes-832x832.py,https://download.openmmlab.com/mmsegmentation/v0.5/icnet/icnet_r101-d8_832x832_80k_cityscapes/icnet_r101-d8_832x832_80k_cityscapes_20210926_072447-b52f936e.pth,16.949152542372882,"(832,832)",V100,Cityscapes,70.28
FCN_R-18b-D8,fcn,configs/fcn/fcn_r18b-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fcn/fcn_r18b-d8_512x1024_80k_cityscapes/fcn_r18b-d8_512x1024_80k_cityscapes_20201225_230143-92c0f445.pth,16.739203213927016,"(512,1024)",V100,Cityscapes,70.24
FCN_HRNetV2p-W48,hrnet,configs/hrnet/fcn_hr48_4xb4-80k_potsdam-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/hrnet/fcn_hr48_512x512_80k_potsdam/fcn_hr48_512x512_80k_potsdam_20211219_020601-97434c78.pth,16.420361247947454,"(512,512)",V100,Potsdam,78.39
PSPNet_R-18b-D8,pspnet,configs/pspnet/pspnet_r18b-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r18b-d8_512x1024_80k_cityscapes/pspnet_r18b-d8_512x1024_80k_cityscapes_20201226_063116-26928a60.pth,16.278691193228063,"(512,1024)",V100,Cityscapes,74.23
PSPNet_R-50b-D32 rsb,pspnet,configs/pspnet/pspnet_r50-d32_rsb_4xb2-adamw-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r50-d32_rsb-pretrain_512x1024_adamw_80k_cityscapes/pspnet_r50-d32_rsb-pretrain_512x1024_adamw_80k_cityscapes_20220316_141229-dd9c9610.pth,16.079755587715066,"(512,1024)",V100,Cityscapes,74.09
FPN_PoolFormer-S24,poolformer,configs/poolformer/fpn_poolformer_s24_8xb4-40k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/poolformer/fpn_poolformer_s24_8x4_512x512_40k_ade20k/fpn_poolformer_s24_8x4_512x512_40k_ade20k_20220503_222049-394a7cf7.pth,15.740594994490792,"(512,512)",V100,ADE20K,40.12
PSPNet_R-18-D8,pspnet,configs/pspnet/pspnet_r18-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r18-d8_512x1024_80k_cityscapes/pspnet_r18-d8_512x1024_80k_cityscapes_20201225_021458-09ffa746.pth,15.710919088766694,"(512,1024)",V100,Cityscapes,74.87
KNet_Swin-T,knet,configs/knet/knet-s3_swin-t_upernet_8xb2-adamw-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/knet/knet_s3_upernet_swin-t_8x2_512x512_adamw_80k_ade20k/knet_s3_upernet_swin-t_8x2_512x512_adamw_80k_ade20k_20220303_133059-7545e1dc.pth,15.55935895441108,"(512,512)",V100,ADE20K,45.84
PointRend_R-101,point_rend,configs/point_rend/pointrend_r101_4xb4-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/point_rend/pointrend_r101_512x512_160k_ade20k/pointrend_r101_512x512_160k_ade20k_20200808_030852-8834902a.pth,15.499070055796652,"(512,512)",V100,ADE20K,40.02
Segformer_MIT-B4,segformer,configs/segformer/segformer_mit-b4_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/segformer/segformer_mit-b4_512x512_160k_ade20k/segformer_mit-b4_512x512_160k_ade20k_20210728_183055-7f509d7d.pth,15.451174289245984,"(512,512)",V100,ADE20K,48.46
PSPNet_R-50b-D32,pspnet,configs/pspnet/pspnet_r50b-d32_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r50b-d32_512x1024_80k_cityscapes/pspnet_r50b-d32_512x1024_80k_cityscapes_20220311_152152-23bcaf8c.pth,15.410695022345507,"(512,1024)",V100,Cityscapes,72.61
PSPNet_R-101-D8,pspnet,configs/pspnet/pspnet_r101-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r101-d8_512x512_80k_ade20k/pspnet_r101-d8_512x512_80k_ade20k_20200614_031423-b6e782f0.pth,15.299877600979192,"(512,512)",V100,ADE20K,43.57
ERFNet_ERFNet,erfnet,configs/erfnet/erfnet_fcn_4xb4-160k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/erfnet/erfnet_fcn_4x4_512x1024_160k_cityscapes/erfnet_fcn_4x4_512x1024_160k_cityscapes_20211126_082056-03d333ed.pth,15.260186174271325,"(512,1024)",V100,Cityscapes,71.08
LRASPP_M-V3-D8,mobilenet_v3,configs/mobilenet_v3/mobilenet-v3-d8_lraspp_4xb4-320k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/mobilenet_v3/lraspp_m-v3-d8_512x1024_320k_cityscapes/lraspp_m-v3-d8_512x1024_320k_cityscapes_20201224_220337-cfe8fb07.pth,15.220700152207002,"(512,1024)",V100,Cityscapes,69.54
PSPNet_R-50-D32,pspnet,configs/pspnet/pspnet_r50b-d32_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r50-d32_512x1024_80k_cityscapes/pspnet_r50-d32_512x1024_80k_cityscapes_20220316_224840-9092b254.pth,15.209125475285171,"(512,1024)",V100,Cityscapes,73.88
GCNet_R-101-D8,gcnet,configs/gcnet/gcnet_r101-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/gcnet/gcnet_r101-d8_512x512_80k_ade20k/gcnet_r101-d8_512x512_80k_ade20k_20200615_020811-c3fcb6dd.pth,15.199878400972791,"(512,512)",V100,ADE20K,42.82
UPerNet_ConvNeXt-S,convnext,configs/convnext/convnext-small_upernet_8xb2-amp-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/convnext/upernet_convnext_small_fp16_512x512_160k_ade20k/upernet_convnext_small_fp16_512x512_160k_ade20k_20220227_131208-1b1e394f.pth,15.17911353976928,"(512,512)",V100,ADE20K,48.56
UPerNet_SVT-S,twins,configs/twins/twins_svt-s_uperhead_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/twins/twins_svt-s_uperhead_8x2_512x512_160k_ade20k/twins_svt-s_uperhead_8x2_512x512_160k_ade20k_20211130_141005-e48a2d94.pth,15.089784216085711,"(512,512)",V100,ADE20K,46.08
PSPNet_R-101-D8,pspnet,configs/pspnet/pspnet_r101-d8_4xb4-20k_voc12aug-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r101-d8_512x512_20k_voc12aug/pspnet_r101-d8_512x512_20k_voc12aug_20200617_102003-4aef3c9a.pth,15.019525382997898,"(512,512)",V100,Pascal VOC 2012 + Aug,78.47
DeepLabV3+_R-18b-D8,deeplabv3plus,configs/deeplabv3plus/deeplabv3plus_r18b-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3plus/deeplabv3plus_r18b-d8_512x1024_80k_cityscapes/deeplabv3plus_r18b-d8_512x1024_80k_cityscapes_20201226_090828-e451abd9.pth,14.949917775452235,"(512,1024)",V100,Cityscapes,75.87
