name,method,config,weights,fps,resolution,hardware,dataset,mIoU
PSPNet_R-18-D8,pspnet,configs/pspnet/pspnet_r18-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r18-d8_512x1024_80k_cityscapes/pspnet_r18-d8_512x1024_80k_cityscapes_20201225_021458-09ffa746.pth,15.710919088766694,"(512,1024)",V100,Cityscapes,74.87
PSPNet_R-50b-D32,pspnet,configs/pspnet/pspnet_r50b-d32_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r50b-d32_512x1024_80k_cityscapes/pspnet_r50b-d32_512x1024_80k_cityscapes_20220311_152152-23bcaf8c.pth,15.410695022345507,"(512,1024)",V100,Cityscapes,72.61
ERFNet_ERFNet,erfnet,configs/erfnet/erfnet_fcn_4xb4-160k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/erfnet/erfnet_fcn_4x4_512x1024_160k_cityscapes/erfnet_fcn_4x4_512x1024_160k_cityscapes_20211126_082056-03d333ed.pth,15.260186174271325,"(512,1024)",V100,Cityscapes,71.08
LRASPP_M-V3-D8,mobilenet_v3,configs/mobilenet_v3/mobilenet-v3-d8_lraspp_4xb4-320k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/mobilenet_v3/lraspp_m-v3-d8_512x1024_320k_cityscapes/lraspp_m-v3-d8_512x1024_320k_cityscapes_20201224_220337-cfe8fb07.pth,15.220700152207002,"(512,1024)",V100,Cityscapes,69.54
PSPNet_R-50-D32,pspnet,configs/pspnet/pspnet_r50b-d32_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r50-d32_512x1024_80k_cityscapes/pspnet_r50-d32_512x1024_80k_cityscapes_20220316_224840-9092b254.pth,15.209125475285171,"(512,1024)",V100,Cityscapes,73.88
DeepLabV3+_R-18b-D8,deeplabv3plus,configs/deeplabv3plus/deeplabv3plus_r18b-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3plus/deeplabv3plus_r18b-d8_512x1024_80k_cityscapes/deeplabv3plus_r18b-d8_512x1024_80k_cityscapes_20201226_090828-e451abd9.pth,14.949917775452235,"(512,1024)",V100,Cityscapes,75.87
LRASPP_M-V3-D8 (scratch),mobilenet_v3,configs/mobilenet_v3/mobilenet-v3-d8-scratch_lraspp_4xb4-320k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/mobilenet_v3/lraspp_m-v3-d8_scratch_512x1024_320k_cityscapes/lraspp_m-v3-d8_scratch_512x1024_320k_cityscapes_20201224_220337-9f29cd72.pth,14.771048744460856,"(512,1024)",V100,Cityscapes,67.87
FCN_R-18-D8,fcn,configs/fcn/fcn_r18-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fcn/fcn_r18-d8_512x1024_80k_cityscapes/fcn_r18-d8_512x1024_80k_cityscapes_20201225_021327-6c50f8b4.pth,14.649868151186638,"(512,1024)",V100,Cityscapes,71.11
DeepLabV3+_R-18-D8,deeplabv3plus,configs/deeplabv3plus/deeplabv3plus_r18-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3plus/deeplabv3plus_r18-d8_512x1024_80k_cityscapes/deeplabv3plus_r18-d8_512x1024_80k_cityscapes_20201226_080942-cff257fe.pth,14.269406392694064,"(512,1024)",V100,Cityscapes,76.89
FCN_M-V2-D8,mobilenet_v2,configs/mobilenet_v2/mobilenet-v2-d8_fcn_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/mobilenet_v2/fcn_m-v2-d8_512x1024_80k_cityscapes/fcn_m-v2-d8_512x1024_80k_cityscapes_20200825_124817-d24c28c1.pth,14.200511218403863,"(512,1024)",V100,Cityscapes,61.54
DeepLabV3_R-18b-D8,deeplabv3,configs/deeplabv3/deeplabv3_r18b-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3/deeplabv3_r18b-d8_512x1024_80k_cityscapes/deeplabv3_r18b-d8_512x1024_80k_cityscapes_20201225_094144-46040cef.pth,13.92951664577239,"(512,1024)",V100,Cityscapes,76.26
DeepLabV3_R-18-D8,deeplabv3,configs/deeplabv3/deeplabv3_r18-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3/deeplabv3_r18-d8_512x1024_80k_cityscapes/deeplabv3_r18-d8_512x1024_80k_cityscapes_20201225_021506-23dffbe2.pth,13.779798814937303,"(512,1024)",V100,Cityscapes,76.7
FPN_R-50,sem_fpn,configs/sem_fpn/fpn_r50_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/sem_fpn/fpn_r50_512x1024_80k_cityscapes/fpn_r50_512x1024_80k_cityscapes_20200717_021437-94018a0d.pth,13.539128080151638,"(512,1024)",V100,Cityscapes,74.52
FCN_HRNetV2p-W18,hrnet,configs/hrnet/fcn_hr18_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/hrnet/fcn_hr18_512x1024_40k_cityscapes/fcn_hr18_512x1024_40k_cityscapes_20200601_014216-f196fb4e.pth,12.970168612191959,"(512,1024)",V100,Cityscapes,77.19
PSPNet_M-V2-D8,mobilenet_v2,configs/mobilenet_v2/mobilenet-v2-d8_pspnet_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/mobilenet_v2/pspnet_m-v2-d8_512x1024_80k_cityscapes/pspnet_m-v2-d8_512x1024_80k_cityscapes_20200825_124817-19e81d51.pth,11.19946242580356,"(512,1024)",V100,Cityscapes,70.23
OCRNet_HRNetV2p-W18-Small,ocrnet,configs/ocrnet/ocrnet_hr18s_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/ocrnet/ocrnet_hr18s_512x1024_40k_cityscapes/ocrnet_hr18s_512x1024_40k_cityscapes_20200601_033304-fa2436c2.pth,10.450412791305256,"(512,1024)",V100,Cityscapes,74.3
FCN_R-50-D16,fcn,configs/fcn/fcn-d6_r50-d16_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fcn/fcn_d6_r50-d16_512x1024_80k_cityscapes/fcn_d6_r50-d16_512x1024_80k_cityscapes_20210306_115604-133c292f.pth,10.3498240529911,"(512,1024)",V100,Cityscapes,77.27
FPN_R-101,sem_fpn,configs/sem_fpn/fpn_r101_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/sem_fpn/fpn_r101_512x1024_80k_cityscapes/fpn_r101_512x1024_80k_cityscapes_20200717_012416-c5800d4c.pth,10.290183165260341,"(512,1024)",V100,Cityscapes,75.8
FCN_R-50-D16,fcn,configs/fcn/fcn-d6_r50-d16_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fcn/fcn_d6_r50-d16_512x1024_40k_cityscapes/fcn_d6_r50-d16_512x1024_40k_cityscapes_20210305_130133-98d5d1bc.pth,10.21972406745018,"(512,1024)",V100,Cityscapes,77.06
FCN_R-50b-D16,fcn,configs/fcn/fcn-d6_r50b-d16_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fcn/fcn_d6_r50b-d16_512x1024_80k_cityscapes/fcn_d6_r50b-d16_512x1024_80k_cityscapes_20210311_125550-6a0b62e9.pth,10.159504216194248,"(512,1024)",V100,Cityscapes,76.99
Mask2Former_R-50-D32,mask2former,configs/mask2former/mask2former_r50_8xb2-90k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/mask2former/mask2former_r50_8xb2-90k_cityscapes-512x1024/mask2former_r50_8xb2-90k_cityscapes-512x1024_20221202_140802-2ff5ffa0.pth,9.170105456212747,"(512,1024)",V100,Cityscapes,80.44
PSPNet_R-101-D8,pspnet,configs/pspnet/pspnet_r101-d8_4xb2-amp-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r101-d8_fp16_512x1024_80k_cityscapes/pspnet_r101-d8_fp16_512x1024_80k_cityscapes_20200717_230919-a0875e5c.pth,8.769622029290538,"(512,1024)",V100,Cityscapes,79.46
FCN_R-101-D8,fcn,configs/fcn/fcn_r101-d8_4xb2-amp-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fcn/fcn_r101-d8_fp16_512x1024_80k_cityscapes/fcn_r101-d8_fp16_512x1024_80k_cityscapes_20200717_230921-fb13e883.pth,8.640055296353896,"(512,1024)",V100,Cityscapes,76.8
PointRend_R-50,point_rend,configs/point_rend/pointrend_r50_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/point_rend/pointrend_r50_512x1024_80k_cityscapes/pointrend_r50_512x1024_80k_cityscapes_20200711_015821-bb1ff523.pth,8.480325644504749,"(512,1024)",V100,Cityscapes,76.47
FCN_R-101b-D16,fcn,configs/fcn/fcn-d6_r101b-d16_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fcn/fcn_d6_r101b-d16_512x1024_80k_cityscapes/fcn_d6_r101b-d16_512x1024_80k_cityscapes_20210311_144305-3f2eb5b4.pth,8.460236886632826,"(512,1024)",V100,Cityscapes,77.72
DeepLabV3_M-V2-D8,mobilenet_v2,configs/mobilenet_v2/mobilenet-v2-d8_deeplabv3_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/mobilenet_v2/deeplabv3_m-v2-d8_512x1024_80k_cityscapes/deeplabv3_m-v2-d8_512x1024_80k_cityscapes_20200825_124836-bef03590.pth,8.399832003359933,"(512,1024)",V100,Cityscapes,73.84
DeepLabV3+_M-V2-D8,mobilenet_v2,configs/mobilenet_v2/mobilenet-v2-d8_deeplabv3plus_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/mobilenet_v2/deeplabv3plus_m-v2-d8_512x1024_80k_cityscapes/deeplabv3plus_m-v2-d8_512x1024_80k_cityscapes_20200825_124836-d256dd4b.pth,8.399832003359933,"(512,1024)",V100,Cityscapes,75.2
FCN_R-101-D16,fcn,configs/fcn/fcn-d6_r101-d16_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fcn/fcn_d6_r101-d16_512x1024_80k_cityscapes/fcn_d6_r101-d16_512x1024_80k_cityscapes_20210308_102747-cb336445.pth,8.259684480052863,"(512,1024)",V100,Cityscapes,78.46
FCN_R-101-D16,fcn,configs/fcn/fcn-d6_r101-d16_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fcn/fcn_d6_r101-d16_512x1024_40k_cityscapes/fcn_d6_r101-d16_512x1024_40k_cityscapes_20210305_130337-9cf2b450.pth,8.039877793857533,"(512,1024)",V100,Cityscapes,77.36
DeepLabV3+_R-101-D8,deeplabv3plus,configs/deeplabv3plus/deeplabv3plus_r101-d8_4xb2-amp-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3plus/deeplabv3plus_r101-d8_fp16_512x1024_80k_cityscapes/deeplabv3plus_r101-d8_fp16_512x1024_80k_cityscapes_20200717_230920-f1104f4b.pth,7.870297497245396,"(512,1024)",V100,Cityscapes,80.46
OCRNet_HRNetV2p-W18,ocrnet,configs/ocrnet/ocrnet_hr18_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/ocrnet/ocrnet_hr18_512x1024_40k_cityscapes/ocrnet_hr18_512x1024_40k_cityscapes_20200601_033320-401c5bdd.pth,7.5001875046876165,"(512,1024)",V100,Cityscapes,77.72
DeepLabV3+_R-101-D16-MG124,deeplabv3plus,configs/deeplabv3plus/deeplabv3plus_r101-d16-mg124_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3plus/deeplabv3plus_r101-d16-mg124_512x1024_40k_cityscapes/deeplabv3plus_r101-d16-mg124_512x1024_40k_cityscapes_20200908_005644-cf9ce186.pth,7.479991024010771,"(512,1024)",V100,Cityscapes,79.09
Mask2Former_Swin-T,mask2former,configs/mask2former/mask2former_swin-t_8xb2-90k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/mask2former/mask2former_swin-t_8xb2-90k_cityscapes-512x1024/mask2former_swin-t_8xb2-90k_cityscapes-512x1024_20221127_144501-290b34af.pth,7.179781734635267,"(512,1024)",V100,Cityscapes,81.71
Mask2Former_R-101-D32,mask2former,configs/mask2former/mask2former_r101_8xb2-90k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/mask2former/mask2former_r101_8xb2-90k_cityscapes-512x1024/mask2former_r101_8xb2-90k_cityscapes-512x1024_20221130_031628-8ad528ea.pth,7.1098471382865265,"(512,1024)",V100,Cityscapes,80.8
PointRend_R-101,point_rend,configs/point_rend/pointrend_r101_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/point_rend/pointrend_r101_512x1024_80k_cityscapes/pointrend_r101_512x1024_80k_cityscapes_20200711_170850-d0ca84be.pth,6.999860002799943,"(512,1024)",V100,Cityscapes,78.3
FCN_HRNetV2p-W48,hrnet,configs/hrnet/fcn_hr48_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/hrnet/fcn_hr48_512x1024_40k_cityscapes/fcn_hr48_512x1024_40k_cityscapes_20200601_014240-a989b146.pth,6.420133538777607,"(512,1024)",V100,Cityscapes,78.48
Mask2Former_Swin-S,mask2former,configs/mask2former/mask2former_swin-s_8xb2-90k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/mask2former/mask2former_swin-s_8xb2-90k_cityscapes-512x1024/mask2former_swin-s_8xb2-90k_cityscapes-512x1024_20221127_143802-7c98854a.pth,5.570099704784716,"(512,1024)",V100,Cityscapes,82.57
FastFCN_R-50-D32,fastfcn,configs/fastfcn/fastfcn_r50-d32_jpu_enc_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fastfcn/fastfcn_r50-d32_jpu_enc_512x1024_80k_cityscapes/fastfcn_r50-d32_jpu_enc_512x1024_80k_cityscapes_20210928_030036-78da5046.pth,4.770082045411181,"(512,1024)",V100,Cityscapes,77.97
EncNet_R-50-D8,encnet,configs/encnet/encnet_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/encnet/encnet_r50-d8_512x1024_40k_cityscapes/encnet_r50-d8_512x1024_40k_cityscapes_20200621_220958-68638a47.pth,4.580012824035907,"(512,1024)",V100,Cityscapes,75.67
EMANet_R-50-D8,emanet,configs/emanet/emanet_r50-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/emanet/emanet_r50-d8_512x1024_80k_cityscapes/emanet_r50-d8_512x1024_80k_cityscapes_20200901_100301-c43fcef1.pth,4.580012824035907,"(512,1024)",V100,Cityscapes,77.59
FastFCN_R-50-D32,fastfcn,configs/fastfcn/fastfcn_r50-d32_jpu_psp_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fastfcn/fastfcn_r50-d32_jpu_psp_512x1024_80k_cityscapes/fastfcn_r50-d32_jpu_psp_512x1024_80k_cityscapes_20210928_053722-57749bed.pth,4.400052800633607,"(512,1024)",V100,Cityscapes,79.26
Mask2Former_Swin-B (in22k),mask2former,configs/mask2former/mask2former_swin-b-in22k-384x384-pre_8xb2-90k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/mask2former/mask2former_swin-b-in22k-384x384-pre_8xb2-90k_cityscapes-512x1024/mask2former_swin-b-in22k-384x384-pre_8xb2-90k_cityscapes-512x1024_20221203_045030-59a4379a.pth,4.320027648176948,"(512,1024)",V100,Cityscapes,83.52
PSPNet_R-50b-D8,pspnet,configs/pspnet/pspnet_r50b-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r50b-d8_512x1024_80k_cityscapes/pspnet_r50b-d8_512x1024_80k_cityscapes_20201225_094315-6344287a.pth,4.299965600275198,"(512,1024)",V100,Cityscapes,78.22
UPerNet_R-50,upernet,configs/upernet/upernet_r50_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/upernet/upernet_r50_512x1024_40k_cityscapes/upernet_r50_512x1024_40k_cityscapes_20200605_094827-aa54cb54.pth,4.250074376301585,"(512,1024)",V100,Cityscapes,77.1
OCRNet_HRNetV2p-W48,ocrnet,configs/ocrnet/ocrnet_hr48_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/ocrnet/ocrnet_hr48_512x1024_40k_cityscapes/ocrnet_hr48_512x1024_40k_cityscapes_20200601_033336-55b32491.pth,4.219943452757733,"(512,1024)",V100,Cityscapes,80.58
FCN_R-50b-D8,fcn,configs/fcn/fcn_r50b-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fcn/fcn_r50b-d8_512x1024_80k_cityscapes/fcn_r50b-d8_512x1024_80k_cityscapes_20201225_094221-82957416.pth,4.199916001679966,"(512,1024)",V100,Cityscapes,75.65
FCN_R-50-D8,fcn,configs/fcn/fcn_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fcn/fcn_r50-d8_512x1024_40k_cityscapes/fcn_r50-d8_512x1024_40k_cityscapes_20200604_192608-efe53f0d.pth,4.1699678912472375,"(512,1024)",V100,Cityscapes,72.25
PSPNet_R-50-D8,pspnet,configs/pspnet/pspnet_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r50-d8_512x1024_40k_cityscapes/pspnet_r50-d8_512x1024_40k_cityscapes_20200605_003338-2966598c.pth,4.07000407000407,"(512,1024)",V100,Cityscapes,77.85
DeepLabV3+_R-50-D8,deeplabv3plus,configs/deeplabv3plus/deeplabv3plus_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3plus/deeplabv3plus_r50-d8_512x1024_40k_cityscapes/deeplabv3plus_r50-d8_512x1024_40k_cityscapes_20200605_094610-d222ffcd.pth,3.9399550845120364,"(512,1024)",V100,Cityscapes,79.61
DeepLabV3+_R-50b-D8,deeplabv3plus,configs/deeplabv3plus/deeplabv3plus_r50b-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3plus/deeplabv3plus_r50b-d8_512x1024_80k_cityscapes/deeplabv3plus_r50b-d8_512x1024_80k_cityscapes_20201225_213645-a97e4e43.pth,3.9399550845120364,"(512,1024)",V100,Cityscapes,80.28
GCNet_R-50-D8,gcnet,configs/gcnet/gcnet_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/gcnet/gcnet_r50-d8_512x1024_40k_cityscapes/gcnet_r50-d8_512x1024_40k_cityscapes_20200618_074436-4b0fd17b.pth,3.9300451955197486,"(512,1024)",V100,Cityscapes,77.69
DeepLabV3_R-101-D8,deeplabv3,configs/deeplabv3/deeplabv3_r101-d8_4xb2-amp-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3/deeplabv3_r101-d8_fp16_512x1024_80k_cityscapes/deeplabv3_r101-d8_fp16_512x1024_80k_cityscapes_20200717_230920-774d9cec.pth,3.8599606284015904,"(512,1024)",V100,Cityscapes,80.48
PSPNet_R-50b-D8 rsb,pspnet,configs/pspnet/pspnet_r50-d8-rsb_4xb2-adamw-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r50-d8_512x1024_80k_cityscapes/pspnet_r50-d8_rsb-pretrain_512x1024_adamw_80k_cityscapes_20220315_123238-588c30be.pth,3.8200015280006117,"(512,1024)",V100,Cityscapes,78.47
UPerNet_R-101,upernet,configs/upernet/upernet_r101_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/upernet/upernet_r101_512x1024_40k_cityscapes/upernet_r101_512x1024_40k_cityscapes_20200605_094933-ebce3b10.pth,3.7900322152738295,"(512,1024)",V100,Cityscapes,78.69
ANN_R-50-D8,ann,configs/ann/ann_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/ann/ann_r50-d8_512x1024_40k_cityscapes/ann_r50-d8_512x1024_40k_cityscapes_20200605_095211-049fc292.pth,3.7100244861616085,"(512,1024)",V100,Cityscapes,77.4
DMNet_R-50-D8,dmnet,configs/dmnet/dmnet_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/dmnet/dmnet_r50-d8_512x1024_40k_cityscapes/dmnet_r50-d8_512x1024_40k_cityscapes_20201215_042326-615373cf.pth,3.660054168801698,"(512,1024)",V100,Cityscapes,77.78
APCNet_R-50-D8,apcnet,configs/apcnet/apcnet_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/apcnet/apcnet_r50-d8_512x1024_40k_cityscapes/apcnet_r50-d8_512x1024_40k_cityscapes_20201214_115717-5e88fa33.pth,3.5700260611902466,"(512,1024)",V100,Cityscapes,78.02
CCNet_R-50-D8,ccnet,configs/ccnet/ccnet_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/ccnet/ccnet_r50-d8_512x1024_40k_cityscapes/ccnet_r50-d8_512x1024_40k_cityscapes_20200616_142517-4123f401.pth,3.3200531208499338,"(512,1024)",V100,Cityscapes,77.76
PSANet_R-50-D8,psanet,configs/psanet/psanet_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/psanet/psanet_r50-d8_512x1024_40k_cityscapes/psanet_r50-d8_512x1024_40k_cityscapes_20200606_103117-99fac37c.pth,3.1699740062131494,"(512,1024)",V100,Cityscapes,77.63
UNet_UNet-S5-D16,unet,configs/unet/unet-s5-d16_fcn_4xb4-160k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/unet/fcn_unet_s5-d16_4x4_512x1024_160k_cityscapes/fcn_unet_s5-d16_4x4_512x1024_160k_cityscapes_20211210_145204-6860854e.pth,3.0499893250373624,"(512,1024)",V100,Cityscapes,69.1
OCRNet_R-101-D8,ocrnet,configs/ocrnet/ocrnet_r101-d8_8xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/ocrnet/ocrnet_r101-d8_512x1024_80k_b16_cityscapes/ocrnet_r101-d8_512x1024_80k_b16_cityscapes_20200723_192421-78688424.pth,3.019961948479449,"(512,1024)",V100,Cityscapes,80.81
OCRNet_R-101-D8,ocrnet,configs/ocrnet/ocrnet_r101-d8_8xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/ocrnet/ocrnet_r101-d8_512x1024_40k_b16_cityscapes/ocrnet_r101-d8_512x1024_40k_b16_cityscapes_20200723_193726-db500f80.pth,3.019961948479449,"(512,1024)",V100,Cityscapes,80.3
